Rank,Country,Number of Visa-Free Destinations,Year,Exports,Year_exports,Top export (2021),Imports,Year_imports,Education Index,averageIqByCountry_iqLynnBecker2019,averageIqByCountry_sourceLynnBecker2019,AverageIQ_ICI2017Grade,AverageIQ_ICI2017Score,OverallPisaScore2022,PISAScoresMathScore2022,PISAScoresScienceScore2022,PISAScoresReadingScore2022,LiteracyRateAllGenders,LiteracyRateFemale,LiteracyRateMale,Year_countries_literacy_rate,Country Code,Indicator Name,Indicator Code,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
80.0,Uzbekistan,62.0,2022.0,21926.0,2022,Gold,28264.0,2022,0.739,89.01,T,,,1055.0,364.0,355.0,336.0,100.0,100.0,100.0,2022.0,UZB,GDP per capita (current US$),NY.GDP.PCAP.CD,1742.34925645077,2051.12951516418,2267.62327535512,2419.71874376446,2628.46005444002,2753.97105782901,2704.67718852896,1916.76462520814,1604.25864156544,1795.20176845657,1759.30747053678,1993.42447787206,2255.15115496772
85.0,Uzbekistan,59.0,2023.0,21926.0,2022,Gold,28264.0,2022,0.739,89.01,T,,,1055.0,364.0,355.0,336.0,100.0,100.0,100.0,2022.0,UZB,GDP per capita (current US$),NY.GDP.PCAP.CD,1742.34925645077,2051.12951516418,2267.62327535512,2419.71874376446,2628.46005444002,2753.97105782901,2704.67718852896,1916.76462520814,1604.25864156544,1795.20176845657,1759.30747053678,1993.42447787206,2255.15115496772
87.0,Uzbekistan,59.0,2024.0,21926.0,2022,Gold,28264.0,2022,0.739,89.01,T,,,1055.0,364.0,355.0,336.0,100.0,100.0,100.0,2022.0,UZB,GDP per capita (current US$),NY.GDP.PCAP.CD,1742.34925645077,2051.12951516418,2267.62327535512,2419.71874376446,2628.46005444002,2753.97105782901,2704.67718852896,1916.76462520814,1604.25864156544,1795.20176845657,1759.30747053678,1993.42447787206,2255.15115496772
81.0,Gabon,61.0,2022.0,5390.0,2015,Petroleum,2572.0,2022,0.517,,,,,,,,,86.0,84.7,86.2,2022.0,GAB,GDP per capita (current US$),NY.GDP.PCAP.CD,8399.59734808121,10273.798444898,9348.51487640056,9250.08111462036,9255.36803467635,7090.45463394942,6722.19822269059,6975.69519191402,7694.90605067973,7523.86228077637,6680.08266467748,8635.7971442819,8820.34733682316
88.0,Gabon,56.0,2023.0,5390.0,2015,Petroleum,2572.0,2022,0.517,,,,,,,,,86.0,84.7,86.2,2022.0,GAB,GDP per capita (current US$),NY.GDP.PCAP.CD,8399.59734808121,10273.798444898,9348.51487640056,9250.08111462036,9255.36803467635,7090.45463394942,6722.19822269059,6975.69519191402,7694.90605067973,7523.86228077637,6680.08266467748,8635.7971442819,8820.34733682316
88.0,Gabon,58.0,2024.0,5390.0,2015,Petroleum,2572.0,2022,0.517,,,,,,,,,86.0,84.7,86.2,2022.0,GAB,GDP per capita (current US$),NY.GDP.PCAP.CD,8399.59734808121,10273.798444898,9348.51487640056,9250.08111462036,9255.36803467635,7090.45463394942,6722.19822269059,6975.69519191402,7694.90605067973,7523.86228077637,6680.08266467748,8635.7971442819,8820.34733682316
81.0,São Tomé and Príncipe,61.0,2022.0,75.0,2021,Cocoa beans,196.3,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.0,São Tomé and Príncipe,59.0,2023.0,75.0,2021,Cocoa beans,196.3,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.0,São Tomé and Príncipe,61.0,2024.0,75.0,2021,Cocoa beans,196.3,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81.0,Tajikistan,61.0,2022.0,1753.0,2022,Gold,5182.0,2022,0.659,,,,,,,,,100.0,99.7,99.8,2010.0,TJK,GDP per capita (current US$),NY.GDP.PCAP.CD,740.276191244616,837.881495181805,959.36021750698,1038.32071676208,1094.43012404185,970.362599665447,801.39383995978,844.36524984854,850.666958175637,889.023371804416,852.330229562269,916.691967061922,1054.18948358818
85.0,Tajikistan,59.0,2023.0,1753.0,2022,Gold,5182.0,2022,0.659,,,,,,,,,100.0,99.7,99.8,2010.0,TJK,GDP per capita (current US$),NY.GDP.PCAP.CD,740.276191244616,837.881495181805,959.36021750698,1038.32071676208,1094.43012404185,970.362599665447,801.39383995978,844.36524984854,850.666958175637,889.023371804416,852.330229562269,916.691967061922,1054.18948358818
86.0,Tajikistan,60.0,2024.0,1753.0,2022,Gold,5182.0,2022,0.659,,,,,,,,,100.0,99.7,99.8,2010.0,TJK,GDP per capita (current US$),NY.GDP.PCAP.CD,740.276191244616,837.881495181805,959.36021750698,1038.32071676208,1094.43012404185,970.362599665447,801.39383995978,844.36524984854,850.666958175637,889.023371804416,852.330229562269,916.691967061922,1054.18948358818
82.0,Burkina Faso,60.0,2022.0,6233.0,2021,Gold,5632.0,2022,0.197,,,,,,,,,34.0,,,2022.0,BFA,GDP per capita (current US$),NY.GDP.PCAP.CD,627.270395707064,727.612474511645,733.97287958981,762.303780103138,767.371344051512,632.12668582235,665.786328598963,711.184543433623,779.202768619387,765.229560401644,823.552410880968,888.781078836766,830.03715033429
87.0,Burkina Faso,57.0,2023.0,6233.0,2021,Gold,5632.0,2022,0.197,,,,,,,,,34.0,,,2022.0,BFA,GDP per capita (current US$),NY.GDP.PCAP.CD,627.270395707064,727.612474511645,733.97287958981,762.303780103138,767.371344051512,632.12668582235,665.786328598963,711.184543433623,779.202768619387,765.229560401644,823.552410880968,888.781078836766,830.03715033429
87.0,Burkina Faso,59.0,2024.0,6233.0,2021,Gold,5632.0,2022,0.197,,,,,,,,,34.0,,,2022.0,BFA,GDP per capita (current US$),NY.GDP.PCAP.CD,627.270395707064,727.612474511645,733.97287958981,762.303780103138,767.371344051512,632.12668582235,665.786328598963,711.184543433623,779.202768619387,765.229560401644,823.552410880968,888.781078836766,830.03715033429
82.0,Madagascar,60.0,2022.0,3341.0,2021,Vanilla,5478.0,2022,0.32,,,,,,,,,77.0,75.8,78.8,2022.0,MDG,GDP per capita (current US$),NY.GDP.PCAP.CD,459.375407996579,516.902539255093,504.173737710132,526.688019635403,517.136183122584,455.63803458407,464.61615837171,503.498058680237,512.543991506858,512.27966560241,462.404228818383,503.352081190858,516.592615982213
89.0,Madagascar,55.0,2023.0,3341.0,2021,Vanilla,5478.0,2022,0.32,,,,,,,,,77.0,75.8,78.8,2022.0,MDG,GDP per capita (current US$),NY.GDP.PCAP.CD,459.375407996579,516.902539255093,504.173737710132,526.688019635403,517.136183122584,455.63803458407,464.61615837171,503.498058680237,512.543991506858,512.27966560241,462.404228818383,503.352081190858,516.592615982213
90.0,Madagascar,56.0,2024.0,3341.0,2021,Vanilla,5478.0,2022,0.32,,,,,,,,,77.0,75.8,78.8,2022.0,MDG,GDP per capita (current US$),NY.GDP.PCAP.CD,459.375407996579,516.902539255093,504.173737710132,526.688019635403,517.136183122584,455.63803458407,464.61615837171,503.498058680237,512.543991506858,512.27966560241,462.404228818383,503.352081190858,516.592615982213
83.0,Ivory Coast,59.0,2022.0,,,,,,0.256,,,,,,,,,90.0,,,2019.0,,,,,,,,,,,,,,,,
88.0,Ivory Coast,56.0,2023.0,,,,,,0.256,,,,,,,,,90.0,,,2019.0,,,,,,,,,,,,,,,,
89.0,Ivory Coast,57.0,2024.0,,,,,,0.256,,,,,,,,,90.0,,,2019.0,,,,,,,,,,,,,,,,
83.0,Guinea,59.0,2022.0,10265.0,2021,Gold,6007.0,2022,0.172,,,,,,,,,45.0,31.3,61.2,2021.0,GIN,GDP per capita (current US$),NY.GDP.PCAP.CD,667.281601897555,644.502548659895,707.967678199003,757.692272561928,774.5690395852,756.425589810936,720.473255172646,843.464279230956,944.417268657317,1043.89988618266,1073.65933900139,1189.17599945874,1515.16794777584
89.0,Guinea,55.0,2023.0,10265.0,2021,Gold,6007.0,2022,0.172,,,,,,,,,45.0,31.3,61.2,2021.0,GIN,GDP per capita (current US$),NY.GDP.PCAP.CD,667.281601897555,644.502548659895,707.967678199003,757.692272561928,774.5690395852,756.425589810936,720.473255172646,843.464279230956,944.417268657317,1043.89988618266,1073.65933900139,1189.17599945874,1515.16794777584
91.0,Guinea,55.0,2024.0,10265.0,2021,Gold,6007.0,2022,0.172,,,,,,,,,45.0,31.3,61.2,2021.0,GIN,GDP per capita (current US$),NY.GDP.PCAP.CD,667.281601897555,644.502548659895,707.967678199003,757.692272561928,774.5690395852,756.425589810936,720.473255172646,843.464279230956,944.417268657317,1043.89988618266,1073.65933900139,1189.17599945874,1515.16794777584
83.0,Mauritania,59.0,2022.0,3181.0,2021,Iron ore,5119.0,2022,0.238,,,,,,,,,67.0,62.2,71.8,2021.0,MRT,GDP per capita (current US$),NY.GDP.PCAP.CD,1646.13042756814,1919.45227079679,1850.38496774479,1929.77563929612,1715.38883792802,1562.72683648828,1579.20071673512,1634.64215833074,1749.95423645373,1800.87518658218,1836.29241098592,1998.39400265586,2065.15551570106
86.0,Mauritania,58.0,2023.0,3181.0,2021,Iron ore,5119.0,2022,0.238,,,,,,,,,67.0,62.2,71.8,2021.0,MRT,GDP per capita (current US$),NY.GDP.PCAP.CD,1646.13042756814,1919.45227079679,1850.38496774479,1929.77563929612,1715.38883792802,1562.72683648828,1579.20071673512,1634.64215833074,1749.95423645373,1800.87518658218,1836.29241098592,1998.39400265586,2065.15551570106
86.0,Mauritania,60.0,2024.0,3181.0,2021,Iron ore,5119.0,2022,0.238,,,,,,,,,67.0,62.2,71.8,2021.0,MRT,GDP per capita (current US$),NY.GDP.PCAP.CD,1646.13042756814,1919.45227079679,1850.38496774479,1929.77563929612,1715.38883792802,1562.72683648828,1579.20071673512,1634.64215833074,1749.95423645373,1800.87518658218,1836.29241098592,1998.39400265586,2065.15551570106
83.0,Togo,59.0,2022.0,1721.0,2020,Petroleum,2798.0,2022,0.328,,,,,,,,,67.0,55.1,80.0,2019.0,TGO,GDP per capita (current US$),NY.GDP.PCAP.CD,722.229399952606,803.482396552842,781.554340476871,847.387500434413,877.192472988119,770.143379256632,792.440550873266,813.395006476051,873.554887235302,848.304534594506,886.699511508194,976.666183129642,942.649901579536
90.0,Togo,54.0,2023.0,1721.0,2020,Petroleum,2798.0,2022,0.328,,,,,,,,,67.0,55.1,80.0,2019.0,TGO,GDP per capita (current US$),NY.GDP.PCAP.CD,722.229399952606,803.482396552842,781.554340476871,847.387500434413,877.192472988119,770.143379256632,792.440550873266,813.395006476051,873.554887235302,848.304534594506,886.699511508194,976.666183129642,942.649901579536
91.0,Togo,55.0,2024.0,1721.0,2020,Petroleum,2798.0,2022,0.328,,,,,,,,,67.0,55.1,80.0,2019.0,TGO,GDP per capita (current US$),NY.GDP.PCAP.CD,722.229399952606,803.482396552842,781.554340476871,847.387500434413,877.192472988119,770.143379256632,792.440550873266,813.395006476051,873.554887235302,848.304534594506,886.699511508194,976.666183129642,942.649901579536
84.0,Equatorial Guinea,58.0,2022.0,6656.0,2022,Petroleum,1677.0,2022,,,,,,,,,,95.0,93.0,97.4,2015.0,GNQ,GDP per capita (current US$),NY.GDP.PCAP.CD,14905.5145764646,18659.4160247571,18756.4250273225,17644.5943045414,16804.9249271976,9788.98380398528,8035.30766558427,8410.39798030589,8719.18686965483,7317.39002392662,6198.94252378655,7406.08497479348,7182.26538205027
89.0,Equatorial Guinea,55.0,2023.0,6656.0,2022,Petroleum,1677.0,2022,,,,,,,,,,95.0,93.0,97.4,2015.0,GNQ,GDP per capita (current US$),NY.GDP.PCAP.CD,14905.5145764646,18659.4160247571,18756.4250273225,17644.5943045414,16804.9249271976,9788.98380398528,8035.30766558427,8410.39798030589,8719.18686965483,7317.39002392662,6198.94252378655,7406.08497479348,7182.26538205027
90.0,Equatorial Guinea,56.0,2024.0,6656.0,2022,Petroleum,1677.0,2022,,,,,,,,,,95.0,93.0,97.4,2015.0,GNQ,GDP per capita (current US$),NY.GDP.PCAP.CD,14905.5145764646,18659.4160247571,18756.4250273225,17644.5943045414,16804.9249271976,9788.98380398528,8035.30766558427,8410.39798030589,8719.18686965483,7317.39002392662,6198.94252378655,7406.08497479348,7182.26538205027
84.0,Senegal,58.0,2022.0,5287.0,2018,Gold,12129.0,2022,0.183,,,,,,,,,58.0,,,2022.0,SEN,GDP per capita (current US$),NY.GDP.PCAP.CD,1286.60496647046,1383.53911649626,1334.72591526235,1391.5321896037,1417.094987474,1238.12639978389,1290.74997126951,1385.1992136057,1484.22707035644,1462.67835252138,1492.47590293523,1633.56011890357,1598.72643336012
88.0,Senegal,56.0,2023.0,5287.0,2018,Gold,12129.0,2022,0.183,,,,,,,,,58.0,,,2022.0,SEN,GDP per capita (current US$),NY.GDP.PCAP.CD,1286.60496647046,1383.53911649626,1334.72591526235,1391.5321896037,1417.094987474,1238.12639978389,1290.74997126951,1385.1992136057,1484.22707035644,1462.67835252138,1492.47590293523,1633.56011890357,1598.72643336012
89.0,Senegal,57.0,2024.0,5287.0,2018,Gold,12129.0,2022,0.183,,,,,,,,,58.0,,,2022.0,SEN,GDP per capita (current US$),NY.GDP.PCAP.CD,1286.60496647046,1383.53911649626,1334.72591526235,1391.5321896037,1417.094987474,1238.12639978389,1290.74997126951,1385.1992136057,1484.22707035644,1462.67835252138,1492.47590293523,1633.56011890357,1598.72643336012
85.0,Niger,57.0,2022.0,1487.0,2021,Gold,3787.0,2022,0.172,,,,,,,,,38.0,,,2022.0,NER,GDP per capita (current US$),NY.GDP.PCAP.CD,471.61268796898,507.602495302453,525.047284914011,548.157848842165,560.754475169279,481.111301105002,497.036120831726,514.543398015622,568.599659746618,549.81612778082,564.841662317524,590.629494752737,585.404929171026
91.0,Niger,53.0,2023.0,1487.0,2021,Gold,3787.0,2022,0.172,,,,,,,,,38.0,,,2022.0,NER,GDP per capita (current US$),NY.GDP.PCAP.CD,471.61268796898,507.602495302453,525.047284914011,548.157848842165,560.754475169279,481.111301105002,497.036120831726,514.543398015622,568.599659746618,549.81612778082,564.841662317524,590.629494752737,585.404929171026
92.0,Niger,54.0,2024.0,1487.0,2021,Gold,3787.0,2022,0.172,,,,,,,,,38.0,,,2022.0,NER,GDP per capita (current US$),NY.GDP.PCAP.CD,471.61268796898,507.602495302453,525.047284914011,548.157848842165,560.754475169279,481.111301105002,497.036120831726,514.543398015622,568.599659746618,549.81612778082,564.841662317524,590.629494752737,585.404929171026
86.0,Algeria,56.0,2022.0,68664.0,2022,Petroleum,33766.0,2022,0.451,,,,,,,,,81.0,75.3,87.4,2018.0,DZA,GDP per capita (current US$),NY.GDP.PCAP.CD,4495.92147563024,5473.28182611668,5610.73328198233,5519.77757552373,5516.22944039649,4197.41998491398,3967.20064743809,4134.93608656171,4171.79038755546,4021.9832660524,3354.15316371593,3700.31469728198,4342.63796796522
90.0,Algeria,54.0,2023.0,68664.0,2022,Petroleum,33766.0,2022,0.451,,,,,,,,,81.0,75.3,87.4,2018.0,DZA,GDP per capita (current US$),NY.GDP.PCAP.CD,4495.92147563024,5473.28182611668,5610.73328198233,5519.77757552373,5516.22944039649,4197.41998491398,3967.20064743809,4134.93608656171,4171.79038755546,4021.9832660524,3354.15316371593,3700.31469728198,4342.63796796522
93.0,Algeria,53.0,2024.0,68664.0,2022,Petroleum,33766.0,2022,0.451,,,,,,,,,81.0,75.3,87.4,2018.0,DZA,GDP per capita (current US$),NY.GDP.PCAP.CD,4495.92147563024,5473.28182611668,5610.73328198233,5519.77757552373,5516.22944039649,4197.41998491398,3967.20064743809,4134.93608656171,4171.79038755546,4021.9832660524,3354.15316371593,3700.31469728198,4342.63796796522
86.0,Cambodia,56.0,2022.0,25497.0,2022,Clothing,19296.0,2020,0.355,99.75,T,D,16.1,1012.0,336.0,347.0,329.0,84.0,79.8,88.4,2022.0,KHM,GDP per capita (current US$),NY.GDP.PCAP.CD,782.695738595564,880.310304428913,950.482544613835,1015.22088134268,1098.07453750531,1170.74281578643,1281.10597105412,1400.89926522987,1533.31598466079,1671.3854000919,1577.91173991645,1625.23502147979,1759.60802346044
90.0,Cambodia,54.0,2023.0,25497.0,2022,Clothing,19296.0,2020,0.355,99.75,T,D,16.1,1012.0,336.0,347.0,329.0,84.0,79.8,88.4,2022.0,KHM,GDP per capita (current US$),NY.GDP.PCAP.CD,782.695738595564,880.310304428913,950.482544613835,1015.22088134268,1098.07453750531,1170.74281578643,1281.10597105412,1400.89926522987,1533.31598466079,1671.3854000919,1577.91173991645,1625.23502147979,1759.60802346044
92.0,Cambodia,54.0,2024.0,25497.0,2022,Clothing,19296.0,2020,0.355,99.75,T,D,16.1,1012.0,336.0,347.0,329.0,84.0,79.8,88.4,2022.0,KHM,GDP per capita (current US$),NY.GDP.PCAP.CD,782.695738595564,880.310304428913,950.482544613835,1015.22088134268,1098.07453750531,1170.74281578643,1281.10597105412,1400.89926522987,1533.31598466079,1671.3854000919,1577.91173991645,1625.23502147979,1759.60802346044
86.0,Guinea-Bissau,56.0,2022.0,335.0,2021,Cashews,395.6,2022,,,,,,,,,,54.0,,,2022.0,GNB,GDP per capita (current US$),NY.GDP.PCAP.CD,542.284101222819,683.534475990489,598.572626248258,616.159928714289,605.122546466363,585.957012587988,642.666390086932,718.245737766542,781.644367625001,730.611432270196,710.258132978222,795.118605039186,775.828965745365
92.0,Guinea-Bissau,52.0,2023.0,335.0,2021,Cashews,395.6,2022,,,,,,,,,,54.0,,,2022.0,GNB,GDP per capita (current US$),NY.GDP.PCAP.CD,542.284101222819,683.534475990489,598.572626248258,616.159928714289,605.122546466363,585.957012587988,642.666390086932,718.245737766542,781.644367625001,730.611432270196,710.258132978222,795.118605039186,775.828965745365
93.0,Guinea-Bissau,53.0,2024.0,335.0,2021,Cashews,395.6,2022,,,,,,,,,,54.0,,,2022.0,GNB,GDP per capita (current US$),NY.GDP.PCAP.CD,542.284101222819,683.534475990489,598.572626248258,616.159928714289,605.122546466363,585.957012587988,642.666390086932,718.245737766542,781.644367625001,730.611432270196,710.258132978222,795.118605039186,775.828965745365
86.0,Mali,56.0,2022.0,5381.0,2021,Gold,5972.0,2022,0.159,,,,,,,,,31.0,,,2020.0,MLI,GDP per capita (current US$),NY.GDP.PCAP.CD,688.327865858558,810.182556036129,753.392137501905,778.797052798816,818.430341392215,723.504204947663,750.051809102295,795.682801553765,856.356596550603,840.175746366299,822.906136832132,881.510088733585,833.297255093071
91.0,Mali,53.0,2023.0,5381.0,2021,Gold,5972.0,2022,0.159,,,,,,,,,31.0,,,2020.0,MLI,GDP per capita (current US$),NY.GDP.PCAP.CD,688.327865858558,810.182556036129,753.392137501905,778.797052798816,818.430341392215,723.504204947663,750.051809102295,795.682801553765,856.356596550603,840.175746366299,822.906136832132,881.510088733585,833.297255093071
91.0,Mali,55.0,2024.0,5381.0,2021,Gold,5972.0,2022,0.159,,,,,,,,,31.0,,,2020.0,MLI,GDP per capita (current US$),NY.GDP.PCAP.CD,688.327865858558,810.182556036129,753.392137501905,778.797052798816,818.430341392215,723.504204947663,750.051809102295,795.682801553765,856.356596550603,840.175746366299,822.906136832132,881.510088733585,833.297255093071
87.0,Bhutan,55.0,2022.0,791.0,2022,Ferroalloys,1356.0,2022,0.279,,,,,,,,,72.0,,,2022.0,BTN,GDP per capita (current US$),NY.GDP.PCAP.CD,2194.12587604893,2491.27343861368,2470.07215130703,2409.44000583608,2589.89916029556,2695.63692363803,2879.54656392589,3427.17384450869,3389.77730342702,3564.59877168289,3181.33974721703,3560.19770457687,
92.0,Bhutan,52.0,2023.0,791.0,2022,Ferroalloys,1356.0,2022,0.279,,,,,,,,,72.0,,,2022.0,BTN,GDP per capita (current US$),NY.GDP.PCAP.CD,2194.12587604893,2491.27343861368,2470.07215130703,2409.44000583608,2589.89916029556,2695.63692363803,2879.54656392589,3427.17384450869,3389.77730342702,3564.59877168289,3181.33974721703,3560.19770457687,
92.0,Bhutan,54.0,2024.0,791.0,2022,Ferroalloys,1356.0,2022,0.279,,,,,,,,,72.0,,,2022.0,BTN,GDP per capita (current US$),NY.GDP.PCAP.CD,2194.12587604893,2491.27343861368,2470.07215130703,2409.44000583608,2589.89916029556,2695.63692363803,2879.54656392589,3427.17384450869,3389.77730342702,3564.59877168289,3181.33974721703,3560.19770457687,
87.0,Central African Republic,55.0,2022.0,316.0,2022,Gold,629.5,2022,0.238,,,,,,,,,37.0,,,2020.0,CAF,GDP per capita (current US$),NY.GDP.PCAP.CD,459.776981833241,515.209503489402,525.867504037729,352.22685487121,394.856932975083,351.879754769554,372.135456093031,414.74032227842,435.93229660798,426.408753120209,435.469247800022,461.137510956047,427.058096191269
92.0,Central African Republic,52.0,2023.0,316.0,2022,Gold,629.5,2022,0.238,,,,,,,,,37.0,,,2020.0,CAF,GDP per capita (current US$),NY.GDP.PCAP.CD,459.776981833241,515.209503489402,525.867504037729,352.22685487121,394.856932975083,351.879754769554,372.135456093031,414.74032227842,435.93229660798,426.408753120209,435.469247800022,461.137510956047,427.058096191269
93.0,Central African Republic,53.0,2024.0,316.0,2022,Gold,629.5,2022,0.238,,,,,,,,,37.0,,,2020.0,CAF,GDP per capita (current US$),NY.GDP.PCAP.CD,459.776981833241,515.209503489402,525.867504037729,352.22685487121,394.856932975083,351.879754769554,372.135456093031,414.74032227842,435.93229660798,426.408753120209,435.469247800022,461.137510956047,427.058096191269
87.0,Chad,55.0,2022.0,6503.0,2022,Petroleum,895.2,2022,0.176,,,,,,,,,27.0,18.2,35.4,2022.0,TCD,GDP per capita (current US$),NY.GDP.PCAP.CD,896.876704620394,988.194160047305,969.616142771586,980.083544373007,1017.78776208855,774.411603124119,691.980077427731,662.897472963315,720.265101427085,701.621201027424,643.772215694009,685.690315037547,716.804381134584
92.0,Chad,52.0,2023.0,6503.0,2022,Petroleum,895.2,2022,0.176,,,,,,,,,27.0,18.2,35.4,2022.0,TCD,GDP per capita (current US$),NY.GDP.PCAP.CD,896.876704620394,988.194160047305,969.616142771586,980.083544373007,1017.78776208855,774.411603124119,691.980077427731,662.897472963315,720.265101427085,701.621201027424,643.772215694009,685.690315037547,716.804381134584
92.0,Chad,54.0,2024.0,6503.0,2022,Petroleum,895.2,2022,0.176,,,,,,,,,27.0,18.2,35.4,2022.0,TCD,GDP per capita (current US$),NY.GDP.PCAP.CD,896.876704620394,988.194160047305,969.616142771586,980.083544373007,1017.78776208855,774.411603124119,691.980077427731,662.897472963315,720.265101427085,701.621201027424,643.772215694009,685.690315037547,716.804381134584
87.0,Comoros,55.0,2022.0,140.0,2021,Cloves,271.7,2022,0.262,,,,,,,,,62.0,56.9,67.0,2022.0,COM,GDP per capita (current US$),NY.GDP.PCAP.CD,1384.06328381602,1526.83263817748,1483.95155852994,1595.9898185586,1608.68787502172,1322.93677459988,1357.26622888827,1414.58668930422,1531.33781085759,1510.79732262852,1519.58677981634,1577.47084066126,1484.89246472542
91.0,Comoros,53.0,2023.0,140.0,2021,Cloves,271.7,2022,0.262,,,,,,,,,62.0,56.9,67.0,2022.0,COM,GDP per capita (current US$),NY.GDP.PCAP.CD,1384.06328381602,1526.83263817748,1483.95155852994,1595.9898185586,1608.68787502172,1322.93677459988,1357.26622888827,1414.58668930422,1531.33781085759,1510.79732262852,1519.58677981634,1577.47084066126,1484.89246472542
92.0,Comoros,54.0,2024.0,140.0,2021,Cloves,271.7,2022,0.262,,,,,,,,,62.0,56.9,67.0,2022.0,COM,GDP per capita (current US$),NY.GDP.PCAP.CD,1384.06328381602,1526.83263817748,1483.95155852994,1595.9898185586,1608.68787502172,1322.93677459988,1357.26622888827,1414.58668930422,1531.33781085759,1510.79732262852,1519.58677981634,1577.47084066126,1484.89246472542
87.0,Egypt,55.0,2022.0,76295.0,2022,Petroleum,79712.0,2022,0.443,,,,,,,,,75.0,,,2022.0,,,,,,,,,,,,,,,,
92.0,Egypt,52.0,2023.0,76295.0,2022,Petroleum,79712.0,2022,0.443,,,,,,,,,75.0,,,2022.0,,,,,,,,,,,,,,,,
93.0,Egypt,53.0,2024.0,76295.0,2022,Petroleum,79712.0,2022,0.443,,,,,,,,,75.0,,,2022.0,,,,,,,,,,,,,,,,
87.0,Haiti,55.0,2022.0,1241.0,2021,Clothes,4240.0,2022,0.285,,,,,,,,,62.0,58.3,65.3,2016.0,HTI,GDP per capita (current US$),NY.GDP.PCAP.CD,1204.86205533079,1306.84531878112,1356.17277659459,1452.31354766386,1454.64917469599,1405.71478574216,1313.18609516709,1389.35862299149,1489.57840624271,1345.4750547884,1283.14122785939,1823.74222445285,1748.25713229469
95.0,Haiti,48.0,2023.0,1241.0,2021,Clothes,4240.0,2022,0.285,,,,,,,,,62.0,58.3,65.3,2016.0,HTI,GDP per capita (current US$),NY.GDP.PCAP.CD,1204.86205533079,1306.84531878112,1356.17277659459,1452.31354766386,1454.64917469599,1405.71478574216,1313.18609516709,1389.35862299149,1489.57840624271,1345.4750547884,1283.14122785939,1823.74222445285,1748.25713229469
96.0,Haiti,49.0,2024.0,1241.0,2021,Clothes,4240.0,2022,0.285,,,,,,,,,62.0,58.3,65.3,2016.0,HTI,GDP per capita (current US$),NY.GDP.PCAP.CD,1204.86205533079,1306.84531878112,1356.17277659459,1452.31354766386,1454.64917469599,1405.71478574216,1313.18609516709,1389.35862299149,1489.57840624271,1345.4750547884,1283.14122785939,1823.74222445285,1748.25713229469
87.0,Jordan,55.0,2022.0,13864.0,2021,Clothing,19375.0,2022,0.545,80.7,T,C-,26.0,1078.0,361.0,375.0,342.0,98.0,98.4,98.7,2021.0,JOR,GDP per capita (current US$),NY.GDP.PCAP.CD,3914.70123105389,4152.49398098582,4386.4618185538,4477.61832070861,4255.89430213385,4064.25301043642,4003.40474641177,4073.11640314668,4146.40731063215,4159.6537537759,3998.67313829235,4152.75795426388,4311.00004622061
91.0,Jordan,53.0,2023.0,13864.0,2021,Clothing,19375.0,2022,0.545,80.7,T,C-,26.0,1078.0,361.0,375.0,342.0,98.0,98.4,98.7,2021.0,JOR,GDP per capita (current US$),NY.GDP.PCAP.CD,3914.70123105389,4152.49398098582,4386.4618185538,4477.61832070861,4255.89430213385,4064.25301043642,4003.40474641177,4073.11640314668,4146.40731063215,4159.6537537759,3998.67313829235,4152.75795426388,4311.00004622061
93.0,Jordan,53.0,2024.0,13864.0,2021,Clothing,19375.0,2022,0.545,80.7,T,C-,26.0,1078.0,361.0,375.0,342.0,98.0,98.4,98.7,2021.0,JOR,GDP per capita (current US$),NY.GDP.PCAP.CD,3914.70123105389,4152.49398098582,4386.4618185538,4477.61832070861,4255.89430213385,4064.25301043642,4003.40474641177,4073.11640314668,4146.40731063215,4159.6537537759,3998.67313829235,4152.75795426388,4311.00004622061
87.0,Vietnam,55.0,2022.0,339984.0,2021,Broadcasting equipment,364052.0,2022,0.541,89.53,T,C-,25.1,1403.0,469.0,472.0,462.0,96.0,94.6,97.0,2019.0,,,,,,,,,,,,,,,,
89.0,Vietnam,55.0,2023.0,339984.0,2021,Broadcasting equipment,364052.0,2022,0.541,89.53,T,C-,25.1,1403.0,469.0,472.0,462.0,96.0,94.6,97.0,2019.0,,,,,,,,,,,,,,,,
91.0,Vietnam,55.0,2024.0,339984.0,2021,Broadcasting equipment,364052.0,2022,0.541,89.53,T,C-,25.1,1403.0,469.0,472.0,462.0,96.0,94.6,97.0,2019.0,,,,,,,,,,,,,,,,
88.0,Angola,53.0,2022.0,50120.0,2022,Petroleum,17711.0,2022,0.341,,,,,,,,,72.0,,,2022.0,AGO,GDP per capita (current US$),NY.GDP.PCAP.CD,3586.66368031755,4608.15516572683,5083.82685110166,5061.34924028416,5011.98441159671,3217.33924430561,1809.70937719455,2439.37444118796,2540.50887797043,2191.34776373555,1450.90511218489,1927.47407832091,3000.44423053173
